Date;Time;Temp_F;Precip_inches;RH_percent
4/10/21;3:15:00 AM;45.4;0.000;100.0
4/10/21;3:30:00 AM;44.9;0.000;100.0
4/10/21;3:45:00 AM;45.1;0.000;100.0
4/10/21;4:00:00 AM;47.3;0.000;94.1
4/10/21;4:15:00 AM;49.3;0.000;75.5
4/10/21;4:30:00 AM;48.8;0.000;75.3
4/10/21;4:45:00 AM;48.7;0.000;74.5
4/10/21;5:00:00 AM;48.7;0.000;73.6
4/10/21;5:15:00 AM;49.3;0.000;69.8
4/10/21;5:30:00 AM;49.5;0.000;68.1
4/10/21;5:45:00 AM;50.1;0.000;64.1
4/10/21;6:00:00 AM;49.2;0.000;67.1
4/10/21;6:15:00 AM;48.4;0.000;71.1
4/10/21;6:30:00 AM;48.9;0.000;67.9
4/10/21;6:45:00 AM;48.4;0.000;70.2
4/10/21;7:00:00 AM;48.6;0.000;70.2
4/10/21;7:15:00 AM;48.1;0.000;72.1
4/10/21;7:30:00 AM;48.7;0.000;69.1
4/10/21;7:45:00 AM;48.9;0.000;68.5
4/10/21;8:00:00 AM;50.4;0.000;66.1
4/10/21;8:15:00 AM;51.1;0.000;66.3
4/10/21;8:30:00 AM;50.1;0.000;72.5
4/10/21;8:45:00 AM;50.2;0.000;73.5
4/10/21;9:00:00 AM;50.2;0.000;74.5
4/10/21;9:15:00 AM;51.4;0.000;72.7
4/10/21;9:30:00 AM;52.5;0.000;69.7
4/10/21;9:45:00 AM;54.4;0.000;66.1
4/10/21;10:00:00 AM;56.1;0.000;63.1
4/10/21;10:15:00 AM;57.3;0.000;61.2
4/10/21;10:30:00 AM;58.7;0.000;59.5
4/10/21;10:45:00 AM;59.7;0.000;57.8
4/10/21;11:00:00 AM;60.9;0.000;55.5
4/10/21;11:15:00 AM;62.8;0.000;52.0
4/10/21;11:30:00 AM;64.7;0.000;46.7
4/10/21;11:45:00 AM;65.7;0.000;44.9
4/10/21;12:00:00 PM;65.3;0.000;52.2
4/10/21;12:15:00 PM;64.6;0.000;53.5
4/10/21;12:30:00 PM;64.4;0.000;54.0
4/10/21;12:45:00 PM;65.2;0.000;53.3
4/10/21;1:00:00 PM;69.0;0.000;44.7
4/10/21;1:15:00 PM;71.0;0.000;40.0
4/10/21;1:30:00 PM;67.0;0.000;50.2
4/10/21;1:45:00 PM;66.2;0.000;51.6
4/10/21;2:00:00 PM;66.4;0.000;52.3
4/10/21;2:15:00 PM;65.9;0.000;52.6
4/10/21;2:30:00 PM;66.0;0.000;53.1
4/10/21;2:45:00 PM;65.0;0.000;55.4
4/10/21;3:00:00 PM;65.4;0.000;55.7
4/10/21;3:15:00 PM;64.8;0.000;57.2
4/10/21;3:30:00 PM;64.6;0.000;57.9
4/10/21;3:45:00 PM;64.1;0.000;58.2
4/10/21;4:00:00 PM;64.3;0.000;59.1
4/10/21;4:15:00 PM;63.9;0.000;60.3
4/10/21;4:30:00 PM;62.4;0.000;62.9
4/10/21;4:45:00 PM;63.0;0.000;62.5
4/10/21;5:00:00 PM;62.6;0.000;62.6
4/10/21;5:15:00 PM;62.5;0.000;62.5
4/10/21;5:30:00 PM;61.8;0.000;62.9
4/10/21;5:45:00 PM;60.1;0.000;66.1
4/10/21;6:00:00 PM;59.4;0.000;68.8
4/10/21;6:15:00 PM;58.1;0.000;71.7
4/10/21;6:30:00 PM;57.3;0.000;73.5
4/10/21;6:45:00 PM;56.6;0.000;74.3
4/10/21;7:00:00 PM;55.8;0.000;76.6
4/10/21;7:15:00 PM;55.1;0.000;78.0
4/10/21;7:30:00 PM;54.2;0.000;80.6
4/10/21;7:45:00 PM;53.2;0.000;83.7
4/10/21;8:00:00 PM;52.6;0.000;86.9
4/10/21;8:15:00 PM;51.9;0.000;88.2
4/10/21;8:30:00 PM;51.0;0.000;91.8
4/10/21;8:45:00 PM;50.6;0.000;93.8
4/10/21;9:00:00 PM;49.9;0.000;95.3
4/10/21;9:15:00 PM;50.1;0.000;95.7
4/10/21;9:30:00 PM;49.3;0.000;96.5
4/10/21;9:45:00 PM;48.9;0.000;97.8
4/10/21;10:00:00 PM;48.7;0.000;98.8
4/10/21;10:15:00 PM;48.5;0.000;99.7
4/10/21;10:30:00 PM;48.3;0.000;99.6
4/10/21;10:45:00 PM;47.7;0.000;99.8
4/10/21;11:00:00 PM;47.7;0.000;100.0
4/10/21;11:15:00 PM;48.9;0.000;99.7
4/10/21;11:30:00 PM;48.8;0.000;99.0
4/10/21;11:45:00 PM;48.8;0.000;99.0
4/11/21;12:00:00 AM;48.9;0.000;98.7
4/11/21;12:15:00 AM;48.7;0.000;97.9
4/11/21;12:30:00 AM;48.9;0.000;97.5
4/11/21;12:45:00 AM;49.4;0.000;95.1
4/11/21;1:00:00 AM;50.3;0.000;91.6
4/11/21;1:15:00 AM;50.0;0.000;91.5
4/11/21;1:30:00 AM;49.6;0.000;94.6
4/11/21;1:45:00 AM;49.7;0.000;96.5
4/11/21;2:00:00 AM;48.7;0.000;98.6
4/11/21;2:15:00 AM;47.9;0.000;100.0
4/11/21;2:30:00 AM;47.5;0.000;100.0
4/11/21;2:45:00 AM;48.0;0.000;100.0
4/11/21;3:00:00 AM;48.2;0.000;100.0
4/11/21;3:15:00 AM;48.2;0.000;100.0
4/11/21;3:30:00 AM;48.2;0.000;100.0
4/11/21;3:45:00 AM;48.0;0.000;100.0
4/11/21;4:00:00 AM;48.0;0.000;100.0
4/11/21;4:15:00 AM;48.0;0.000;100.0
4/11/21;4:30:00 AM;47.8;0.000;100.0
4/11/21;4:45:00 AM;47.4;0.000;100.0
4/11/21;5:00:00 AM;47.1;0.000;100.0
4/11/21;5:15:00 AM;47.0;0.000;100.0
4/11/21;5:30:00 AM;47.2;0.000;100.0
4/11/21;5:45:00 AM;47.1;0.000;100.0
4/11/21;6:00:00 AM;46.8;0.000;100.0
4/11/21;6:15:00 AM;46.5;0.000;100.0
4/11/21;6:30:00 AM;45.9;0.000;100.0
4/11/21;6:45:00 AM;46.4;0.000;100.0
4/11/21;7:00:00 AM;46.8;0.000;100.0
4/11/21;7:15:00 AM;47.5;0.000;100.0
4/11/21;7:30:00 AM;47.3;0.000;100.0
4/11/21;7:45:00 AM;47.7;0.000;100.0
4/11/21;8:00:00 AM;48.5;0.000;100.0
4/11/21;8:15:00 AM;49.3;0.000;100.0
4/11/21;8:30:00 AM;50.0;0.000;99.9
4/11/21;8:45:00 AM;50.9;0.000;99.1
4/11/21;9:00:00 AM;52.1;0.000;95.4
4/11/21;9:15:00 AM;54.1;0.000;87.7
4/11/21;9:30:00 AM;55.4;0.000;82.2
4/11/21;9:45:00 AM;56.5;0.000;80.6
4/11/21;10:00:00 AM;57.4;0.000;80.4
4/11/21;10:15:00 AM;58.4;0.000;77.8
4/11/21;10:30:00 AM;59.1;0.000;73.5
4/11/21;10:45:00 AM;59.3;0.000;72.6
4/11/21;11:00:00 AM;58.5;0.000;74.3
4/11/21;11:15:00 AM;58.2;0.000;75.6
4/11/21;11:30:00 AM;58.7;0.000;75.4
4/11/21;11:45:00 AM;60.4;0.000;72.6
4/11/21;12:00:00 PM;61.0;0.000;70.7
4/11/21;12:15:00 PM;61.9;0.000;69.9
4/11/21;12:30:00 PM;64.2;0.000;66.2
4/11/21;12:45:00 PM;66.0;0.000;63.1
4/11/21;1:00:00 PM;67.2;0.000;60.6
4/11/21;1:15:00 PM;68.2;0.000;60.4
4/11/21;1:30:00 PM;69.0;0.000;58.8
4/11/21;1:45:00 PM;68.7;0.000;58.3
4/11/21;2:00:00 PM;67.9;0.000;58.2
4/11/21;2:15:00 PM;65.8;0.000;60.0
4/11/21;2:30:00 PM;62.5;0.000;65.4
4/11/21;2:45:00 PM;64.0;0.000;63.9
4/11/21;3:00:00 PM;62.6;0.000;64.7
4/11/21;3:15:00 PM;60.3;0.000;67.6
4/11/21;3:30:00 PM;58.7;0.000;69.9
4/11/21;3:45:00 PM;58.2;0.000;71.7
4/11/21;4:00:00 PM;59.3;0.000;71.1
4/11/21;4:15:00 PM;61.0;0.000;69.3
4/11/21;4:30:00 PM;61.2;0.000;67.7
4/11/21;4:45:00 PM;61.2;0.000;68.0
4/11/21;5:00:00 PM;61.3;0.000;68.0
4/11/21;5:15:00 PM;61.5;0.000;67.6
4/11/21;5:30:00 PM;60.1;0.000;69.4
4/11/21;5:45:00 PM;58.8;0.000;71.6
4/11/21;6:00:00 PM;58.0;0.000;73.5
4/11/21;6:15:00 PM;56.6;0.000;76.4
4/11/21;6:30:00 PM;55.7;0.000;78.0
4/11/21;6:45:00 PM;55.0;0.000;79.6
4/11/21;7:00:00 PM;53.6;0.000;83.4
4/11/21;7:15:00 PM;52.2;0.000;89.1
4/11/21;7:30:00 PM;51.2;0.000;93.0
4/11/21;7:45:00 PM;50.6;0.000;95.9
4/11/21;8:00:00 PM;50.1;0.000;98.1
4/11/21;8:15:00 PM;50.1;0.000;99.7
4/11/21;8:30:00 PM;50.0;0.000;100.0
4/11/21;8:45:00 PM;49.8;0.000;100.0
4/11/21;9:00:00 PM;49.6;0.000;100.0
4/11/21;9:15:00 PM;49.6;0.000;100.0
4/11/21;9:30:00 PM;49.4;0.000;100.0
4/11/21;9:45:00 PM;49.1;0.000;100.0
4/11/21;10:00:00 PM;48.8;0.000;100.0
4/11/21;10:15:00 PM;48.5;0.000;100.0
4/11/21;10:30:00 PM;48.7;0.000;100.0
4/11/21;10:45:00 PM;48.6;0.000;100.0
4/11/21;11:00:00 PM;48.5;0.000;100.0
4/11/21;11:15:00 PM;48.5;0.000;100.0
4/11/21;11:30:00 PM;48.7;0.000;100.0
4/11/21;11:45:00 PM;48.5;0.000;100.0
4/12/21;12:00:00 AM;48.3;0.000;100.0
4/12/21;12:15:00 AM;48.0;0.000;100.0
4/12/21;12:30:00 AM;47.5;0.000;100.0
4/12/21;12:45:00 AM;46.7;0.000;100.0
4/12/21;1:00:00 AM;46.2;0.000;100.0
4/12/21;1:15:00 AM;46.6;0.000;100.0
4/12/21;1:30:00 AM;47.0;0.000;100.0
4/12/21;1:45:00 AM;46.9;0.000;100.0
4/12/21;2:00:00 AM;46.9;0.000;100.0
4/12/21;2:15:00 AM;46.2;0.000;100.0
4/12/21;2:30:00 AM;46.2;0.000;100.0
4/12/21;2:45:00 AM;46.3;0.000;100.0
4/12/21;3:00:00 AM;46.3;0.000;100.0
4/12/21;3:15:00 AM;47.0;0.000;100.0
4/12/21;3:30:00 AM;47.5;0.000;100.0
4/12/21;3:45:00 AM;47.7;0.000;100.0
4/12/21;4:00:00 AM;47.7;0.000;100.0
4/12/21;4:15:00 AM;47.8;0.000;100.0
4/12/21;4:30:00 AM;47.9;0.000;100.0
4/12/21;4:45:00 AM;47.8;0.000;100.0
4/12/21;5:00:00 AM;47.5;0.000;100.0
4/12/21;5:15:00 AM;47.3;0.000;100.0
4/12/21;5:30:00 AM;47.0;0.000;100.0
4/12/21;5:45:00 AM;46.9;0.000;100.0
4/12/21;6:00:00 AM;46.9;0.000;100.0
4/12/21;6:15:00 AM;47.0;0.000;100.0
4/12/21;6:30:00 AM;47.0;0.000;100.0
4/12/21;6:45:00 AM;47.1;0.000;100.0
4/12/21;7:00:00 AM;47.0;0.000;100.0
4/12/21;7:15:00 AM;47.0;0.000;100.0
4/12/21;7:30:00 AM;47.1;0.000;100.0
4/12/21;7:45:00 AM;47.1;0.000;100.0
4/12/21;8:00:00 AM;47.2;0.000;100.0
4/12/21;8:15:00 AM;47.3;0.000;100.0
4/12/21;8:30:00 AM;47.6;0.000;100.0
4/12/21;8:45:00 AM;47.9;0.000;100.0
4/12/21;9:00:00 AM;48.2;0.000;100.0
4/12/21;9:15:00 AM;48.7;0.000;100.0
4/12/21;9:30:00 AM;49.6;0.000;100.0
4/12/21;9:45:00 AM;50.0;0.000;100.0
4/12/21;10:00:00 AM;50.2;0.000;100.0
4/12/21;10:15:00 AM;50.4;0.000;100.0
4/12/21;10:30:00 AM;51.3;0.000;99.1
4/12/21;10:45:00 AM;52.2;0.000;95.7
4/12/21;11:00:00 AM;52.8;0.000;94.4
4/12/21;11:15:00 AM;53.3;0.000;92.4
4/12/21;11:30:00 AM;53.3;0.000;90.6
4/12/21;11:45:00 AM;54.1;0.000;88.4
4/12/21;12:00:00 PM;55.2;0.000;86.5
4/12/21;12:15:00 PM;56.3;0.000;84.3
4/12/21;12:30:00 PM;56.8;0.000;82.9
4/12/21;12:45:00 PM;57.9;0.000;81.0
4/12/21;1:00:00 PM;59.7;0.000;77.2
4/12/21;1:15:00 PM;60.2;0.000;76.1
4/12/21;1:30:00 PM;61.3;0.000;74.0
4/12/21;1:45:00 PM;62.0;0.000;72.2
4/12/21;2:00:00 PM;62.2;0.000;72.9
4/12/21;2:15:00 PM;61.4;0.000;74.2
4/12/21;2:30:00 PM;61.0;0.000;74.2
4/12/21;2:45:00 PM;59.7;0.000;76.2
4/12/21;3:00:00 PM;58.6;0.000;78.0
4/12/21;3:15:00 PM;58.6;0.000;78.5
4/12/21;3:30:00 PM;59.0;0.000;77.4
4/12/21;3:45:00 PM;59.5;0.000;75.9
4/12/21;4:00:00 PM;59.7;0.000;76.5
4/12/21;4:15:00 PM;59.0;0.000;76.4
4/12/21;4:30:00 PM;58.6;0.000;77.1
4/12/21;4:45:00 PM;57.2;0.000;79.9
4/12/21;5:00:00 PM;57.1;0.000;79.8
4/12/21;5:15:00 PM;56.7;0.000;80.2
4/12/21;5:30:00 PM;56.2;0.000;81.7
4/12/21;5:45:00 PM;55.3;0.000;83.1
4/12/21;6:00:00 PM;54.1;0.000;85.6
4/12/21;6:15:00 PM;53.5;0.000;87.9
4/12/21;6:30:00 PM;53.2;0.000;88.5
4/12/21;6:45:00 PM;53.0;0.000;89.2
4/12/21;7:00:00 PM;52.8;0.000;89.6
4/12/21;7:15:00 PM;52.3;0.000;90.9
4/12/21;7:30:00 PM;52.0;0.000;92.0
4/12/21;7:45:00 PM;51.6;0.000;92.9
4/12/21;8:00:00 PM;51.3;0.000;93.9
4/12/21;8:15:00 PM;51.1;0.000;94.6
4/12/21;8:30:00 PM;50.8;0.000;95.3
4/12/21;8:45:00 PM;50.6;0.000;96.3
4/12/21;9:00:00 PM;50.3;0.000;97.0
4/12/21;9:15:00 PM;50.4;0.000;97.4
4/12/21;9:30:00 PM;50.1;0.000;97.5
4/12/21;9:45:00 PM;50.3;0.000;98.1
4/12/21;10:00:00 PM;50.2;0.000;98.2
4/12/21;10:15:00 PM;50.2;0.000;98.3
4/12/21;10:30:00 PM;50.2;0.000;97.8
4/12/21;10:45:00 PM;50.2;0.000;97.0
4/12/21;11:00:00 PM;50.2;0.000;97.0
4/12/21;11:15:00 PM;50.1;0.000;97.4
4/12/21;11:30:00 PM;50.1;0.000;97.5
4/12/21;11:45:00 PM;49.9;0.000;97.6
4/13/21;12:00:00 AM;49.9;0.000;97.8
4/13/21;12:15:00 AM;50.0;0.000;97.9
4/13/21;12:30:00 AM;49.8;0.000;97.5
4/13/21;12:45:00 AM;49.9;0.000;97.7
4/13/21;1:00:00 AM;49.8;0.000;97.4
4/13/21;1:15:00 AM;50.0;0.000;97.3
4/13/21;1:30:00 AM;49.9;0.000;96.7
4/13/21;1:45:00 AM;49.8;0.000;96.8
4/13/21;2:00:00 AM;49.7;0.000;96.8
4/13/21;2:15:00 AM;49.7;0.000;96.6
4/13/21;2:30:00 AM;49.5;0.000;96.4
4/13/21;2:45:00 AM;49.4;0.000;96.9
4/13/21;3:00:00 AM;49.3;0.000;97.2
4/13/21;3:15:00 AM;49.3;0.000;97.6
4/13/21;3:30:00 AM;49.3;0.000;98.2
4/13/21;3:45:00 AM;49.4;0.000;98.8
4/13/21;4:00:00 AM;49.3;0.000;99.0
4/13/21;4:15:00 AM;49.3;0.000;99.3
4/13/21;4:30:00 AM;49.1;0.000;100.0
4/13/21;4:45:00 AM;48.8;0.000;100.0
4/13/21;5:00:00 AM;48.5;0.000;100.0
4/13/21;5:15:00 AM;48.3;0.000;100.0
4/13/21;5:30:00 AM;48.4;0.000;100.0
4/13/21;5:45:00 AM;48.5;0.000;100.0
4/13/21;6:00:00 AM;48.5;0.000;100.0
4/13/21;6:15:00 AM;48.6;0.000;100.0
4/13/21;6:30:00 AM;48.6;0.000;100.0
4/13/21;6:45:00 AM;48.6;0.000;100.0
4/13/21;7:00:00 AM;48.4;0.000;100.0
4/13/21;7:15:00 AM;48.3;0.000;100.0
4/13/21;7:30:00 AM;48.3;0.000;100.0
4/13/21;7:45:00 AM;48.3;0.000;100.0
4/13/21;8:00:00 AM;48.4;0.000;100.0
4/13/21;8:15:00 AM;48.5;0.000;100.0
4/13/21;8:30:00 AM;48.6;0.000;99.8
4/13/21;8:45:00 AM;48.9;0.000;99.9
4/13/21;9:00:00 AM;48.9;0.000;99.9
4/13/21;9:15:00 AM;48.9;0.000;100.0
4/13/21;9:30:00 AM;48.9;0.000;99.6
4/13/21;9:45:00 AM;49.2;0.000;98.4
4/13/21;10:00:00 AM;49.4;0.000;97.4
4/13/21;10:15:00 AM;49.9;0.000;95.7
4/13/21;10:30:00 AM;50.1;0.000;94.2
4/13/21;10:45:00 AM;50.9;0.000;93.1
4/13/21;11:00:00 AM;51.2;0.000;89.6
4/13/21;11:15:00 AM;52.1;0.000;86.7
4/13/21;11:30:00 AM;53.0;0.000;82.5
4/13/21;11:45:00 AM;53.6;0.000;81.7
4/13/21;12:00:00 PM;53.5;0.000;81.5
4/13/21;12:15:00 PM;53.4;0.000;81.9
4/13/21;12:30:00 PM;53.6;0.000;82.8
4/13/21;12:45:00 PM;53.5;0.000;83.2
4/13/21;1:00:00 PM;54.4;0.000;78.8
4/13/21;1:15:00 PM;55.0;0.000;75.3
4/13/21;1:30:00 PM;54.9;0.000;74.6
4/13/21;1:45:00 PM;56.3;0.000;73.4
4/13/21;2:00:00 PM;56.0;0.000;72.3
4/13/21;2:15:00 PM;55.2;0.000;74.5
4/13/21;2:30:00 PM;55.7;0.000;74.1
4/13/21;2:45:00 PM;56.1;0.000;73.2
4/13/21;3:00:00 PM;55.2;0.000;73.5
4/13/21;3:15:00 PM;54.6;0.000;75.2
4/13/21;3:30:00 PM;54.1;0.000;77.0
4/13/21;3:45:00 PM;54.1;0.000;77.7
4/13/21;4:00:00 PM;54.7;0.000;77.1
4/13/21;4:15:00 PM;54.3;0.000;76.2
4/13/21;4:30:00 PM;54.4;0.000;76.4
4/13/21;4:45:00 PM;55.4;0.000;74.3
4/13/21;5:00:00 PM;55.1;0.000;74.3
4/13/21;5:15:00 PM;54.3;0.000;74.9
4/13/21;5:30:00 PM;53.5;0.000;75.4
4/13/21;5:45:00 PM;52.8;0.000;77.5
4/13/21;6:00:00 PM;52.6;0.000;77.8
4/13/21;6:15:00 PM;52.2;0.000;78.0
4/13/21;6:30:00 PM;51.8;0.000;78.6
4/13/21;6:45:00 PM;51.7;0.000;79.0
4/13/21;7:00:00 PM;51.5;0.000;79.2
4/13/21;7:15:00 PM;51.4;0.000;80.3
4/13/21;7:30:00 PM;51.2;0.000;80.5
4/13/21;7:45:00 PM;51.1;0.000;81.2
4/13/21;8:00:00 PM;51.0;0.000;82.3
4/13/21;8:15:00 PM;51.1;0.000;83.8
4/13/21;8:30:00 PM;51.0;0.000;85.0
4/13/21;8:45:00 PM;51.0;0.000;85.8
4/13/21;9:00:00 PM;51.0;0.000;85.6
4/13/21;9:15:00 PM;50.9;0.000;86.0
4/13/21;9:30:00 PM;50.9;0.000;86.5
4/13/21;9:45:00 PM;50.7;0.000;86.9
4/13/21;10:00:00 PM;50.6;0.000;86.5
4/13/21;10:15:00 PM;50.6;0.000;86.7
4/13/21;10:30:00 PM;50.4;0.000;87.1
4/13/21;10:45:00 PM;50.3;0.000;86.0
4/13/21;11:00:00 PM;50.2;0.000;84.6
4/13/21;11:15:00 PM;50.2;0.000;82.8
4/13/21;11:30:00 PM;50.3;0.000;81.3
4/13/21;11:45:00 PM;50.5;0.000;81.7
4/14/21;12:00:00 AM;50.4;0.000;83.7
4/14/21;12:15:00 AM;50.4;0.000;82.1
4/14/21;12:30:00 AM;50.5;0.000;81.6
4/14/21;12:45:00 AM;50.5;0.000;83.2
4/14/21;1:00:00 AM;50.5;0.000;83.8
4/14/21;1:15:00 AM;50.5;0.000;83.7
4/14/21;1:30:00 AM;50.3;0.000;84.3
4/14/21;1:45:00 AM;50.0;0.000;85.0
4/14/21;2:00:00 AM;49.9;0.000;85.8
4/14/21;2:15:00 AM;49.8;0.000;86.1
4/14/21;2:30:00 AM;49.6;0.000;86.2
4/14/21;2:45:00 AM;49.6;0.000;86.3
4/14/21;3:00:00 AM;49.6;0.000;86.4
4/14/21;3:15:00 AM;49.7;0.000;85.7
4/14/21;3:30:00 AM;49.7;0.000;85.7
4/14/21;3:45:00 AM;49.8;0.000;85.0
4/14/21;4:00:00 AM;49.8;0.000;84.3
4/14/21;4:15:00 AM;49.9;0.000;83.7
4/14/21;4:30:00 AM;50.0;0.000;82.8
4/14/21;4:45:00 AM;50.0;0.000;83.0
4/14/21;5:00:00 AM;50.1;0.000;82.6
4/14/21;5:15:00 AM;50.0;0.000;82.0
4/14/21;5:30:00 AM;49.9;0.000;81.4
4/14/21;5:45:00 AM;49.7;0.000;78.5
4/14/21;6:00:00 AM;49.8;0.000;77.4
4/14/21;6:15:00 AM;49.1;0.000;77.9
4/14/21;6:30:00 AM;47.5;0.000;82.0
4/14/21;6:45:00 AM;45.4;0.000;86.5
4/14/21;7:00:00 AM;44.3;0.000;90.3
4/14/21;7:15:00 AM;44.0;0.000;92.3
4/14/21;7:30:00 AM;44.1;0.000;92.8
4/14/21;7:45:00 AM;45.5;0.000;93.2
4/14/21;8:00:00 AM;47.7;0.000;89.5
4/14/21;8:15:00 AM;49.5;0.000;85.7
4/14/21;8:30:00 AM;50.6;0.000;79.5
4/14/21;8:45:00 AM;51.4;0.000;75.6
4/14/21;9:00:00 AM;52.3;0.000;73.7
4/14/21;9:15:00 AM;52.9;0.000;73.8
4/14/21;9:30:00 AM;53.3;0.000;72.4
4/14/21;9:45:00 AM;53.5;0.000;70.7
4/14/21;10:00:00 AM;53.5;0.000;70.6
4/14/21;10:15:00 AM;54.2;0.000;69.8
4/14/21;10:30:00 AM;54.7;0.000;68.3
4/14/21;10:45:00 AM;54.8;0.000;67.8
4/14/21;11:00:00 AM;55.5;0.000;65.8
4/14/21;11:15:00 AM;58.0;0.000;60.6
4/14/21;11:30:00 AM;56.5;0.000;62.7
4/14/21;11:45:00 AM;57.1;0.000;62.3
4/14/21;12:00:00 PM;57.0;0.000;63.9
4/14/21;12:15:00 PM;56.9;0.000;63.5
4/14/21;12:30:00 PM;57.2;0.000;62.4
4/14/21;12:45:00 PM;58.0;0.000;61.7
4/14/21;1:00:00 PM;58.0;0.000;61.9
4/14/21;1:15:00 PM;59.0;0.000;61.1
4/14/21;1:30:00 PM;58.6;0.000;61.5
4/14/21;1:45:00 PM;59.1;0.000;61.2
4/14/21;2:00:00 PM;59.1;0.000;62.8
4/14/21;2:15:00 PM;59.5;0.000;62.0
4/14/21;2:30:00 PM;59.5;0.000;63.5
4/14/21;2:45:00 PM;59.1;0.000;64.5
4/14/21;3:00:00 PM;58.9;0.000;64.4
4/14/21;3:15:00 PM;59.9;0.000;63.9
4/14/21;3:30:00 PM;59.9;0.000;63.5
4/14/21;3:45:00 PM;59.0;0.000;64.6
4/14/21;4:00:00 PM;59.6;0.000;64.1
4/14/21;4:15:00 PM;59.8;0.000;63.3
4/14/21;4:30:00 PM;59.0;0.000;63.9
4/14/21;4:45:00 PM;58.7;0.000;63.8
4/14/21;5:00:00 PM;58.2;0.000;65.0
4/14/21;5:15:00 PM;57.4;0.000;65.8
4/14/21;5:30:00 PM;57.2;0.000;66.4
4/14/21;5:45:00 PM;57.6;0.000;66.5
4/14/21;6:00:00 PM;56.9;0.000;68.2
4/14/21;6:15:00 PM;55.8;0.000;71.1
4/14/21;6:30:00 PM;55.1;0.000;73.2
4/14/21;6:45:00 PM;54.5;0.000;74.3
4/14/21;7:00:00 PM;54.1;0.000;75.2
4/14/21;7:15:00 PM;53.6;0.000;76.6
4/14/21;7:30:00 PM;53.2;0.000;79.0
4/14/21;7:45:00 PM;52.3;0.000;82.9
4/14/21;8:00:00 PM;51.4;0.000;85.5
4/14/21;8:15:00 PM;50.3;0.000;87.5
4/14/21;8:30:00 PM;49.8;0.000;90.3
4/14/21;8:45:00 PM;49.6;0.000;92.1
4/14/21;9:00:00 PM;49.1;0.000;93.8
4/14/21;9:15:00 PM;48.3;0.000;95.1
4/14/21;9:30:00 PM;47.7;0.000;96.4
4/14/21;9:45:00 PM;47.5;0.000;97.7
4/14/21;10:00:00 PM;46.7;0.000;98.3
4/14/21;10:15:00 PM;46.5;0.000;99.3
4/14/21;10:30:00 PM;46.4;0.000;99.4
4/14/21;10:45:00 PM;46.0;0.000;99.6
4/14/21;11:00:00 PM;45.9;0.000;100.0
4/14/21;11:15:00 PM;45.7;0.000;100.0
4/14/21;11:30:00 PM;45.6;0.000;99.9
4/14/21;11:45:00 PM;45.2;0.000;100.0
4/15/21;12:00:00 AM;44.8;0.000;100.0
4/15/21;12:15:00 AM;43.7;0.000;100.0
4/15/21;12:30:00 AM;43.7;0.000;100.0
4/15/21;12:45:00 AM;44.2;0.000;100.0
4/15/21;1:00:00 AM;44.3;0.000;100.0
4/15/21;1:15:00 AM;43.5;0.000;100.0
4/15/21;1:30:00 AM;42.7;0.000;100.0
4/15/21;1:45:00 AM;42.6;0.000;100.0
4/15/21;2:00:00 AM;43.0;0.000;100.0
4/15/21;2:15:00 AM;42.8;0.000;100.0
4/15/21;2:30:00 AM;42.7;0.000;100.0
4/15/21;2:45:00 AM;42.7;0.000;100.0
4/15/21;3:00:00 AM;42.3;0.000;100.0
4/15/21;3:15:00 AM;41.8;0.000;100.0
4/15/21;3:30:00 AM;41.8;0.000;100.0
4/15/21;3:45:00 AM;41.5;0.000;100.0
4/15/21;4:00:00 AM;41.1;0.000;100.0
4/15/21;4:15:00 AM;40.7;0.000;100.0
4/15/21;4:30:00 AM;40.9;0.000;100.0
4/15/21;4:45:00 AM;40.7;0.000;100.0
4/15/21;5:00:00 AM;40.2;0.000;100.0
4/15/21;5:15:00 AM;40.1;0.000;100.0
4/15/21;5:30:00 AM;39.7;0.000;100.0
4/15/21;5:45:00 AM;39.2;0.000;100.0
4/15/21;6:00:00 AM;39.0;0.000;100.0
4/15/21;6:15:00 AM;38.8;0.000;100.0
4/15/21;6:30:00 AM;38.2;0.000;100.0
4/15/21;6:45:00 AM;38.5;0.000;100.0
4/15/21;7:00:00 AM;39.1;0.000;100.0
4/15/21;7:15:00 AM;40.3;0.000;100.0
4/15/21;7:30:00 AM;41.4;0.000;100.0
4/15/21;7:45:00 AM;43.8;0.000;100.0
4/15/21;8:00:00 AM;47.5;0.000;100.0
4/15/21;8:15:00 AM;48.3;0.000;100.0
4/15/21;8:30:00 AM;49.4;0.000;100.0
4/15/21;8:45:00 AM;50.4;0.000;100.0
4/15/21;9:00:00 AM;51.5;0.000;96.1
4/15/21;9:15:00 AM;52.7;0.000;91.5
4/15/21;9:30:00 AM;53.6;0.000;86.7
4/15/21;9:45:00 AM;54.8;0.000;84.2
4/15/21;10:00:00 AM;56.1;0.000;80.1
4/15/21;10:15:00 AM;58.0;0.000;76.1
4/15/21;10:30:00 AM;59.6;0.000;73.4
4/15/21;10:45:00 AM;60.3;0.000;73.0
4/15/21;11:00:00 AM;61.4;0.000;70.3
4/15/21;11:15:00 AM;62.6;0.000;67.6
4/15/21;11:30:00 AM;61.7;0.000;68.7
4/15/21;11:45:00 AM;62.3;0.000;68.8
4/15/21;12:00:00 PM;62.0;0.000;69.7
4/15/21;12:15:00 PM;61.9;0.000;69.1
